sampleId	seedInit	solverName	numThrows	piHat	error	runtime
1	19590	needles3	10	3.133974596215561	0.007618057374231935	0.00409388542175
2	33142	needles3	10	3.133974596215561	0.007618057374231935	0.00597500801086
3	41362	needles3	10	3.133974596215561	0.007618057374231935	0.00491189956665
4	17183	needles3	10	3.133974596215561	0.007618057374231935	0.00482201576233
5	20842	needles3	10	3.133974596215561	0.007618057374231935	0.00502395629883
6	29144	needles3	10	3.133974596215561	0.007618057374231935	0.00475096702576
7	30214	needles3	10	3.133974596215561	0.007618057374231935	0.00402688980103
8	50648	needles3	10	3.133974596215561	0.007618057374231935	0.00381803512573
9	2853	needles3	10	3.133974596215561	0.007618057374231935	0.00385999679565
10	54975	needles3	10	3.133974596215561	0.007618057374231935	0.00372886657715
11	4707	needles3	10	3.133974596215561	0.007618057374231935	0.00370597839355
12	65528	needles3	10	3.133974596215561	0.007618057374231935	0.00352311134338
13	54281	needles3	10	3.133974596215561	0.007618057374231935	0.00349307060242
14	57843	needles3	10	3.133974596215561	0.007618057374231935	0.00409889221191
15	25154	needles3	10	3.133974596215561	0.007618057374231935	0.00388717651367
16	36711	needles3	10	3.357829924516673	0.21623727092688005	0.00411510467529
17	45567	needles3	10	3.133974596215561	0.007618057374231935	0.00539302825928
18	44733	needles3	10	3.133974596215561	0.007618057374231935	0.0041229724884
19	65150	needles3	10	3.133974596215561	0.007618057374231935	0.00434398651123
20	56051	needles3	10	3.133974596215561	0.007618057374231935	0.00397086143494
21	52647	needles3	10	3.133974596215561	0.007618057374231935	0.00382208824158
22	59834	needles3	10	3.133974596215561	0.007618057374231935	0.00391292572021
23	11671	needles3	10	3.133974596215561	0.007618057374231935	0.00352311134338
24	9480	needles3	10	3.133974596215561	0.007618057374231935	0.00397706031799
25	4318	needles3	10	3.133974596215561	0.007618057374231935	0.00384187698364
26	57714	needles3	10	3.133974596215561	0.007618057374231935	0.0040020942688
27	37009	needles3	10	3.133974596215561	0.007618057374231935	0.00428104400635
28	56787	needles3	10	3.133974596215561	0.007618057374231935	0.00371384620667
29	21672	needles3	10	3.133974596215561	0.007618057374231935	0.00377893447876
30	2218	needles3	10	3.133974596215561	0.007618057374231935	0.00638103485107
